Site ID,Site Name,Country,UNESCO Mention,Mentioned Major Stone(s),Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
1622,Arslantepe Mound,Türkiye,Yes,Adobe (mud-brick/mud plaster with straw tempering),"Palace complex, adobe houses, Royal Tomb complex, settlement plan and layout, monumental architecture; nan",Internal (DS/OUV),,"Late Chalcolithic 1–2 (4300–3900 BCE), Late Chalcolithic 5 (3400–3100 BCE), Early Bronze Age, Middle & Late Bronze Ages, Hittite, Neo-Hittite, up to late Roman & Medieval periods",Internal (DS/OUV),,"Late Chalcolithic, Early Bronze Age, Paleo-Assyrian, Hittite, Neo-Hittite, Roman, Medieval",Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,Unbaked mud / clay sediment mixed with straw (Adobe),Internal (DS/OUV),,,,,,,,,,,,,,Clay minerals (mud),Internal (DS/OUV),,,,,,,,Local (materials sourced from the fertile Malatya plain and Euphrates River basin),Internal (DS/OUV),,,,,"Walls, floors, roof shelter support, internal structural features",Internal (DS/OUV),,Wall plaster and wall paintings,Internal (DS/OUV),,"Mud-brick / adobe masonry with straw tempering, mud plaster coating",Internal (DS/OUV),,Fragile nature of exposed adobe remains subject to environmental conditions,Internal (DS/OUV),,,,,Minor repairs using original materials (mud and straw tempering); no major structural reconstructions,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
1625,Cordouan Lighthouse,France,Yes,Limestone (dressed blocks),"Renaissance, Mannerism, Neoclassicism (18th century addition), Monumental, Tower; nan",Internal (DS/OUV),,"Turn of the 16th and 17th centuries (1584), remodelled/heightened late 18th century (1788–1789)",Internal (DS/OUV),,French (Kingdom of France),Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,White,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Monumental tower, frustoconical tower, pilasters, columns, dome, light chamber, 8 levels (67m high)",Internal (DS/OUV),,"Pilasters, columns, sculptures, modillions, gargoyles, king's apartments, chapel",Internal (DS/OUV),,"Dressed blocks, stereotomy / stereometry",Internal (DS/OUV),,"Highly exposed and hostile/aggressive maritime environment (extreme meteorological conditions, hazards, ocean exposure)",Internal (DS/OUV),,,,,Heightened/strengthened in 1788–1789; regular technical adaptations and restorations in 19th & 20th centuries (addition of annular buildings),,,Good,,,,,,Tier 9: Unflagged,
1633,The Slate Landscape of Northwest Wales,United Kingdom of Great Britain and Northern Ireland,Yes,"Roofing Slate, Slate, Slate Slabs","Architectural, Vernacular, Industrial, Traditional, Monumental, Georgian; nan",Internal (DS/OUV),,Industrial Revolution (1780–1914) / 1780 to 1940,Internal (DS/OUV),,Industrial Revolution British / Welsh,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,,,,,,Welsh Slate,,,Slate,Internal (DS/OUV),,,,,Snowdonia / North Wales Slate Belt Formations,Internal (DS/OUV),,"Purple, Blue, Grey, Green",Internal (DS/OUV),,"Fine-grained, Foliated / Cleaved",Internal (DS/OUV),,"Quartz, Illite, Sericite, Chlorite",Internal (DS/OUV),,"Penrhyn Quarry, Dinorwig Quarry, Oakeley Quarry, Llechwedd Quarry, Ffestiniog Quarries (among six component areas)",Internal (DS/OUV),,United Kingdom of Great Britain and Northern Ireland,Internal (DS/OUV),,Local,Internal (DS/OUV),,"Local to regional transport via narrow-gauge railways to coastal export ports (e.g., Porthmadog, Port Penrhyn); transcontinental export worldwide.",Internal (DS/OUV),,"Roofing slates, architectural slabs, building walls, terraced housing, industrial buildings, chapels, schools, country houses",Internal (DS/OUV),,"Architectural slabs, interior fittings, hearths, gravestones",Internal (DS/OUV),,"Traditional drystone masonry, split slate block masonry, sawn slab construction",Internal (DS/OUV),,Highly durable and resistant to weathering; minor physical weathering on exposed tips/relict workings,Internal (DS/OUV),,Local Welsh Slate from remaining active quarries outside property boundaries,Internal (DS/OUV),,"Managed under statutory protections (Ancient Monuments Act 1979, Listed Buildings Act 1990) preserving relict industrial landscapes",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,,,,Tier 9: Unflagged,
1645,Dholavira: a Harappan City,India,Yes,"Sandstone, Limestone, Agate, Carnelian, Steatite","Fortified city, Water Reservoirs, and Cemetery; nan",Internal (DS/OUV),,"ca. 3000–1500 BCE (Bronze Age / Early, Mature, and Late Harappan phases)",Internal (DS/OUV),,Harappan Civilization (Indus Valley Civilization),Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,"Agate, Carnelian, Steatite, Banded Limestone",Internal (DS/OUV),,Khadir Sandstone / Calcareous Sandstone,Internal (DS/OUV),,"Calcareous Sandstone, Calcareous Mudstone, Fossiliferous Limestone",Internal (DS/OUV),,,,,Khadir Formation (Kachchh Basin),External,,"Yellowish-brown, reddish-brown, buff sandstone, white/banded limestone",Internal (DS/OUV),,,,,,,,Ancient stone quarry sites on Khadir Island (located in the buffer zone),Internal (DS/OUV),,India,Internal (DS/OUV),,"Local: Architectural Sandstone & Limestone from Khadir Island.

Imported/Traded: Raw minerals, metals, and semi-precious stones via regional trade.",Internal (DS/OUV),,Local: 1–5 km (Khadir Island for masonry stones).,,,"Fortification walls, Citadel, Castle, Bailey, Gateways, Water Reservoirs, Drains, and Mortuary structures.",Internal (DS/OUV),,"Polished stone column bases/rings, bead jewellery manufacturing (Agate, Carnelian, Steatite).",Internal (DS/OUV),,Cut/dressed stone masonry with mud-brick cores; mortise-and-tenon joints in stone pillars.,Internal (DS/OUV),,,,,,,,"Minimum intervention, in-situ consolidation, stabilization using scientific conservation principles by Archaeological Survey of India (ASI).",Internal (DS/OUV),,Good,Internal (DS/OUV),,"1. ICOMOS Evaluation Document


2. UNESCO Official Dossier Ref 1645


3. Kachchh Basin Geological Survey (Sharma et al., 2020)",,,Tier 9: Unflagged,
1648,Sudanese style mosques in northern Côte d’Ivoire,Côte d'Ivoire,Yes,"Adobe (earthen blocks / cob), Wood (toron frameworks)",Sudanese-style mosque architecture; nan,Internal (DS/OUV),,Originated 12th–14th centuries (Djenné); spread 15th century; surviving mosques built mainly between the 17th and 19th centuries,Internal (DS/OUV),,Islamic / Mandinka (Mande) and local indigenous Gur communities,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,,Internal (DS/OUV),,,,,,,,"Clay, silt, organic temper, and localized lateritic earth",Internal (DS/OUV),,,,,,,,"Earth tones (brownish-yellow, tan, reddish-brown earthen plaster)",Internal (DS/OUV),,Smooth to coarse earthen plaster finish,Internal (DS/OUV),,,,,,,,Côte d'Ivoire,Internal (DS/OUV),,Local,Internal (DS/OUV),,Immediate vicinity / Local,Internal (DS/OUV),,"Load-bearing walls, vertical buttresses, massive pilasters, truncated pyramid minarets, qibla towers, roof support",Internal (DS/OUV),,"Projecting wooden poles (torons), pottery or ostrich egg finials topping buttresses and minarets, mitres crowning roof",Internal (DS/OUV),,"Cob (bousillage) and adobe (earthen brick) masonry layered with earthen plaster, reinforced with timber scaffolding (torons)",Internal (DS/OUV),,"Erosion and degradation caused by humid climatic conditions, intense rain, urbanization, and population growth",Internal (DS/OUV),,"Earth, timber, and traditional clay plasters (Reversible modern materials used in recent interventions need replacement with traditional adobe/cob)",Internal (DS/OUV),,"Regular community-led maintenance, re-plastering by traditional masons, local grassroots management committees",Internal (DS/OUV),,Poor,Internal (DS/OUV),,"Advisory Body Evaluation (ICOMOS), Decree No. 2020-121, Law No. 87-806, Law No. 98-750",,,Tier 9: Unflagged,
1670,Sacred Ensembles of the Hoysalas,India,Yes,Chloritic schist / Schist,Temple / Temple complexes; nan,Internal (DS/OUV),,12th to 13th centuries (1117 CE onwards),Internal (DS/OUV),,Hoysala Dynasty / Kingdom,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,,,,Soapstone,Internal (DS/OUV),,Chloritic Schist,Internal (DS/OUV),,,,,,,,,,,,,,Chlorite (inferred from chloritic schist),Internal (DS/OUV),,,,,,,,,,,,,,"Stellate sanctum, circumambulatory platform, adhisthana, walls, temples",Internal (DS/OUV),,"Sculptural gallery, multi-tiered friezes, hyper-real sculptures, stone carvings, Sala legend sculptures",Internal (DS/OUV),,"Stellate plan, horizontal friezes, fine stone carving",Internal (DS/OUV),,,,,,,,"Past alterations noted (loss of superstructures, loss of enclosure walls)",Internal (DS/OUV),,Good,Internal (DS/OUV),,,,,Tier 9: Unflagged,
1695,Zagori Cultural Landscape,Greece,Yes,Limestone,"Traditional, Vernacular (Byzantine and Ottoman influences); nan",Internal (DS/OUV),,18th and 19th centuries,Internal (DS/OUV),,Greek / Byzantine and Ottoman,Internal (DS/OUV),,"(v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Local (""sustainable management of natural resources"" from the environment)",Internal (DS/OUV),,,,,"Stone-arched bridges, traditional buildings, cobbled paths, staircases",Internal (DS/OUV),,,,,"Limestone masonry, drystone walling",Internal (DS/OUV),,Vulnerable due to socio-cultural and environmental pressures,Internal (DS/OUV),,,,,"Continued use of traditional craftsmanship, authentic techniques, and materials",Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
1698,Sado Island Gold Mines,Japan,Yes,Gold and silver deposits / placer deposits / ore veins,na; nan,Internal (DS/OUV),,Edo period (1603–1868),Internal (DS/OUV),,Tokugawa Shogunate / Japan,Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,,,,,,,,,,,,,Hydrothermal vein formation / Placer deposits,Internal (DS/OUV),,,,,,,,"Gold, Silver",Internal (DS/OUV),,"Nishimikawa Placer Gold Mine, Aikawa-Tsurushi Gold and Silver Mine, Tsurushi Silver Mine",Internal (DS/OUV),,Japan,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Terrace, Waterways, Headraces, Tunnels, Post-holes",Internal (DS/OUV),,,,,Unmechanised mining/processing structures,Internal (DS/OUV),,Weathering of volcanic rock,Internal (DS/OUV),,,,,Managed and preserved under national legal frameworks,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
1713,Royal Court of Tiébélé,Burkina Faso,Yes,"Earthen materials such as earth/adobe, cow dung, straw, wood, natural pigments, cement, and tar are mentioned, but no major natural building stone is explicitly detailed)","Earthen architectural complex consisting of concession huts arranged in distinct concessions (including mother houses/Dinian, young married houses/Mangolo, adolescent houses/Draa), protective compound wall, and ceremonial places.; nan",Internal (DS/OUV),,Established since the 16th century,Internal (DS/OUV),,Kasena people,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,Sacred stones (dala) placed beneath the red fig tree,Internal (DS/OUV),,dala (sacred stones),,,,,,,,,,,,Red (referencing natural pigments and the red fig tree setting/tumulus),Internal (DS/OUV),,,,,,,,,,,,,,Local (materials gathered and constructed on-site by community),Internal (DS/OUV),,,,,"Earthen huts/walls built with earth, wood, straw, and adobe; cement brick foundations (modern adaptation)",Internal (DS/OUV),,Mural decorations created by women using natural pigments (and modern tar-based paint coatings/chemicals); sacred seating stones (dala),Internal (DS/OUV),,"Earthen building, traditional earth and straw mixing, adobe technique, and cement brick foundations",Internal (DS/OUV),,"Rising damp, surface erosion, and water drainage issues",Internal (DS/OUV),,,,,"Maintenance of concessions, protection via local and scientific management committees, implementation of the Conservation and Management Plan 2022–2026",Internal (DS/OUV),,Poor,,,,,,Tier 9: Unflagged,
1720,The Historic Town and Archaeological Site of Gedi,Kenya,Yes,Coral stone / Coral rag,"Swahili coastal architecture (domestic, religious, civic, tombs, palace complex, grand mosque, sunken courts, city walls); nan",Internal (DS/OUV),,10th to 17th centuries (particularly 15th–17th centuries),Internal (DS/OUV),,Swahili Islamic Civilization,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,Coral rag,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Kenya,Internal (DS/OUV),,Local (Building stones); Imported luxury items (Porcelain/Glass),Internal (DS/OUV),,,,,"Walls, domestic structures, mosques, tombs, palace complex, wells, water sumps",Internal (DS/OUV),,Mosques and tombs embellished with carvings and inset Chinese porcelain,Internal (DS/OUV),,Coral rag/stone laid with lime mortar and earth mortar,Internal (DS/OUV),,Vulnerable; affected by vegetation and potential fire risks,Internal (DS/OUV),,,,,Traditional building materials and methods respected during maintenance,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
1721,Umm Al-Jimāl,Jordan,Yes,Basalt,"Rural settlement, domestic and religious architecture, Roman military buildings re-purposed; nan",Internal (DS/OUV),,5th century CE to end of 8th century CE (earliest structures date to 1st century CE),Internal (DS/OUV),,"Nabataean, Roman, Byzantine, Early Islamic, Hauranian",Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,,,,,,,basalt,Internal (DS/OUV),,,,,Hauran basaltic plateau,Internal (DS/OUV),,,,,,,,,,,,,,Jordan,Internal (DS/OUV),,Local (Hauran basaltic plateau),Internal (DS/OUV),,,,,"Multi-storey houses, courtyards, churches, military buildings, town wall, reservoirs/water channels",Internal (DS/OUV),,Capitals,Internal (DS/OUV),,Hauranian building styles and designs (dry/basaltic masonry),Internal (DS/OUV),,,,,,,,"Minimal restoration; Mostly consolidation, limited anastylosis, reconstruction of House 119",Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
1743,Rock Paintings of Shulgan-Tash Cave,Russian Federation,Yes,"Karst massif, Speleothems, Dripstones","Karst massif / Cave system (features large halls, galleries, steep passages, interconnected siphons)",Internal (DS/OUV),,"Late Palaeolithic (created between 20,600 and 16,500 calibrated years BP; paintings are over 14,500 years old)",Internal (DS/OUV),,Upper Palaeolithic inhabitants / Prehistoric humans (Holds sacral importance for Indigenous Bashkir people),Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural karst massif providing deep chambers and halls,Internal (DS/OUV),,"Cave walls used as surfaces for extensive rock paintings (depicting fauna, anthropomorphic figures, and geometric patterns)",Internal (DS/OUV),,,,,"Vulnerable to condensation, cyclic CO2 fluctuations, impacts from visitor numbers, and past defacement by graffiti",Internal (DS/OUV),,,,,,,,Good,,,,,,,
